timestamp,ConcentrateFlow,ConcentratePressure,DifferentialPressure,FeedConductivity,FeedFlow,FeedPressure,FeedTemperature,PermeatePressure,PermeateConductivity,PermeateFlow,Recovery
2021-12-07 00:00:00,119.06,254.43,59.81,238.88,387.86,273.32,83.62,33.44,2.68,269.62,69.43
2021-12-07 00:05:00,119.28,254.41,59.79,239.05,388.58,273.16,83.74,33.41,2.69,270.18,69.4
2021-12-07 00:10:00,118.85,254.04,59.79,239.12,386.96,272.95,83.77,33.32,2.7,269.19,69.4
2021-12-07 00:15:00,118.63,253.05,59.74,239.23,388.43,271.84,84.44,33.04,2.64,270.78,69.57
2021-12-07 00:20:00,118.83,254.35,59.8,239.22,387.7,273.3,84.07,33.18,2.67,269.94,69.42
2021-12-07 00:25:00,118.79,255.12,60.16,239.25,388.0,273.34,84.27,33.05,2.72,270.31,69.41
2021-12-07 00:30:00,119.31,254.0,59.87,239.05,388.27,273.21,83.38,33.12,2.69,270.2,69.37
2021-12-07 00:35:00,120.01,255.15,59.91,239.05,389.23,274.06,82.67,33.05,2.65,270.04,69.24
2021-12-07 00:40:00,119.28,255.94,60.09,238.98,388.23,274.99,82.85,33.16,2.67,269.87,69.33
2021-12-07 00:45:00,119.64,256.71,60.12,238.67,388.9,275.38,82.92,33.22,2.71,270.04,69.31
2021-12-07 00:50:00,120.03,258.76,60.43,238.3,389.81,277.53,82.2,33.19,2.78,270.61,69.23
2021-12-07 00:55:00,120.33,259.45,60.67,238.25,389.17,278.2,82.47,33.16,2.82,269.68,69.11
2021-12-07 01:00:00,120.88,259.27,60.38,238.25,390.5,278.1,82.56,33.22,2.78,270.48,69.09
2021-12-07 01:05:00,120.62,259.79,60.68,238.13,390.43,278.99,82.29,33.15,2.78,270.75,69.16
2021-12-07 01:10:00,120.57,257.93,60.56,238.12,390.69,276.65,82.52,33.18,2.79,271.26,69.28
2021-12-07 01:15:00,120.4,258.61,60.57,238.2,389.43,277.57,83.17,33.13,2.79,270.08,69.21
2021-12-07 01:20:00,120.76,260.08,60.72,238.2,390.3,278.87,83.2,33.03,2.76,270.8,69.15
2021-12-07 01:25:00,120.77,259.56,60.66,238.17,389.03,278.59,83.43,33.21,2.77,269.34,69.12
2021-12-07 01:30:00,120.16,259.14,60.71,238.23,391.1,278.44,83.28,33.2,2.76,271.78,69.32
2021-12-07 01:35:00,120.25,259.3,60.59,238.32,389.87,278.5,83.55,33.07,2.73,270.65,69.24
2021-12-07 01:40:00,120.61,259.3,60.46,238.35,389.93,277.79,83.0,33.13,2.73,270.13,69.16
2021-12-07 01:45:00,121.1,259.79,60.67,238.4,389.83,278.22,83.27,33.21,2.72,269.67,69.01
2021-12-07 01:50:00,120.63,259.06,60.69,238.4,390.03,278.25,83.84,33.18,2.7,270.31,69.16
2021-12-07 01:55:00,120.31,260.95,60.8,238.37,389.45,279.91,82.92,33.72,2.74,269.89,69.2
2021-12-07 02:00:00,120.38,257.35,60.33,238.78,389.9,276.45,83.46,33.22,2.67,270.64,69.25
2021-12-07 02:05:00,120.54,260.45,60.78,238.53,389.23,278.89,83.09,33.25,2.73,269.6,69.15
2021-12-07 02:10:00,120.18,259.82,60.79,238.52,389.73,278.63,83.32,33.24,2.72,270.65,69.27
2021-12-07 02:15:00,120.28,260.26,60.8,238.67,390.53,279.17,83.43,33.2,2.76,271.37,69.3
2021-12-07 02:20:00,120.5,260.49,60.73,238.73,389.63,279.28,83.44,33.82,2.77,269.75,69.15
2021-12-07 02:25:00,120.99,261.87,61.16,238.63,390.63,281.0,83.06,33.55,2.76,270.33,69.07
2021-12-07 02:30:00,120.44,258.69,60.54,238.8,388.63,277.78,83.29,33.19,2.72,269.42,69.15
2021-12-07 02:35:00,120.72,260.85,61.05,238.87,389.37,280.03,82.35,33.28,2.75,269.68,69.11
2021-12-07 02:40:00,120.9,260.64,61.02,238.68,389.2,280.17,82.29,33.25,2.75,269.3,69.07
2021-12-07 02:45:00,121.13,263.12,61.33,238.43,389.95,282.43,82.27,33.29,2.74,269.66,69.01
2021-12-07 02:50:00,121.45,263.52,61.44,238.45,392.07,282.77,83.06,33.61,2.77,271.29,69.05
2021-12-07 02:55:00,121.46,263.42,61.4,238.28,390.77,282.77,82.98,32.97,2.82,270.49,69.01
2021-12-07 03:00:00,122.0,263.12,61.57,238.27,391.21,282.4,82.85,32.96,2.83,270.31,68.92
2021-12-07 03:05:00,121.78,264.91,61.72,238.23,390.9,284.24,82.3,33.2,2.81,270.16,68.94
2021-12-07 03:10:00,121.24,263.26,61.33,238.18,390.47,282.46,82.43,33.19,2.8,270.27,69.0
2021-12-07 03:15:00,122.1,267.13,61.93,238.02,391.26,286.55,82.09,34.61,2.87,269.65,68.78
2021-12-07 03:20:00,120.89,261.74,61.19,238.2,390.54,281.01,83.42,33.78,2.78,269.75,69.07
2021-12-07 03:25:00,121.7,263.88,61.49,238.17,390.47,283.48,83.24,33.03,2.81,269.74,68.91
2021-12-07 03:30:00,121.48,264.6,61.61,238.25,391.1,283.64,83.26,33.28,2.8,270.21,68.96
2021-12-07 03:35:00,121.48,264.68,61.69,238.27,390.73,283.79,83.61,33.26,2.77,270.17,68.93
2021-12-07 03:40:00,121.74,264.17,61.79,238.4,390.9,283.87,83.45,33.27,2.76,270.2,68.89
2021-12-07 03:45:00,121.89,264.54,61.62,238.43,390.97,284.07,83.74,33.3,2.8,270.21,68.91
2021-12-07 03:50:00,121.79,266.79,61.94,238.44,391.78,286.5,83.4,34.54,2.81,270.18,68.97
2021-12-07 03:55:00,120.95,262.38,61.38,238.53,388.87,281.45,82.64,33.04,2.75,269.21,68.94
2021-12-07 04:00:00,122.17,265.35,61.8,238.42,390.77,284.67,82.42,33.16,2.83,269.82,68.85
2021-12-07 04:05:00,122.03,265.87,61.95,238.53,391.17,285.4,82.72,33.27,2.81,270.15,68.94
2021-12-07 04:10:00,121.58,262.8,54.93,238.14,387.72,280.99,83.58,33.52,2.83,266.94,61.34
2021-12-07 04:15:00,130.67,151.47,70.68,238.67,394.27,171.26,83.96,35.08,2.59,263.88,66.65
2021-12-07 04:20:00,119.52,181.2,62.44,238.82,420.03,201.3,82.62,34.56,2.4,300.37,71.58
2021-12-07 04:25:00,122.22,188.33,63.65,238.38,422.45,208.75,82.26,34.87,2.53,300.29,71.11
2021-12-07 04:30:00,120.91,184.91,62.96,238.53,419.87,205.06,83.08,33.39,2.48,300.0,71.29
2021-12-07 04:35:00,121.84,186.62,63.4,238.57,420.83,206.75,82.93,33.33,2.52,300.17,71.16
2021-12-07 04:40:00,122.12,187.88,63.45,238.56,421.34,208.04,82.41,33.14,2.56,300.33,71.12
2021-12-07 04:45:00,122.18,188.88,63.79,238.45,421.13,209.08,82.34,33.32,2.63,299.8,71.06
2021-12-07 04:50:00,122.6,189.63,63.9,238.35,421.63,210.05,82.87,33.51,2.66,299.93,71.04
2021-12-07 04:55:00,121.64,187.78,63.39,238.57,420.93,207.95,83.85,33.1,2.62,300.24,71.11
2021-12-07 05:00:00,123.38,192.14,64.4,238.23,422.49,212.41,82.44,33.35,2.7,299.89,70.78
2021-12-07 05:05:00,122.76,190.64,64.2,238.32,421.7,211.15,83.32,33.36,2.69,300.07,70.95
2021-12-07 05:10:00,122.7,190.73,64.07,238.28,422.07,211.14,83.24,33.22,2.68,300.25,70.94
2021-12-07 05:15:00,123.65,191.82,64.26,238.4,422.33,212.21,83.39,33.37,2.71,299.86,70.82
2021-12-07 05:20:00,122.93,191.25,64.29,238.42,422.0,211.61,83.7,33.29,2.68,300.12,70.94
2021-12-07 05:25:00,123.32,192.21,64.51,238.44,421.93,212.67,83.46,33.32,2.71,299.92,70.87
2021-12-07 05:30:00,123.94,192.57,64.44,238.45,423.42,212.84,83.0,33.47,2.74,300.48,70.8
2021-12-07 05:35:00,123.79,191.97,64.4,238.66,423.29,212.38,83.32,33.28,2.77,300.39,70.76
2021-12-07 05:40:00,123.77,193.46,64.81,238.57,423.0,213.94,83.67,33.43,2.79,300.26,70.78
2021-12-07 05:45:00,123.27,192.72,64.62,238.63,422.1,213.19,83.5,33.41,2.78,299.59,70.83
2021-12-07 05:50:00,123.42,193.11,64.54,238.67,421.63,213.66,82.25,33.2,2.77,299.15,70.77
2021-12-07 05:55:00,123.68,193.89,64.82,238.68,422.7,214.23,82.64,33.33,3.11,300.2,70.78
2021-12-07 06:00:00,123.84,193.8,64.7,238.75,422.17,214.2,83.16,33.29,3.06,299.42,70.75
2021-12-07 06:05:00,123.75,193.08,64.56,238.85,422.1,213.61,84.12,33.17,3.05,299.49,70.8
2021-12-07 06:10:00,124.68,196.58,65.3,238.75,423.24,217.14,83.17,34.57,3.1,298.9,70.54
2021-12-07 06:15:00,124.12,194.07,64.81,238.88,423.3,214.46,83.57,33.25,2.86,300.56,70.81
2021-12-07 06:20:00,124.38,195.34,65.28,241.82,423.51,215.91,83.03,33.25,2.72,300.18,70.73
2021-12-07 06:25:00,123.58,194.49,65.11,244.98,423.39,215.17,83.31,33.63,2.66,300.41,70.87
2021-12-07 06:30:00,123.9,194.63,65.33,244.48,422.86,215.11,83.46,33.22,2.63,299.55,70.82
2021-12-07 06:35:00,124.4,195.79,65.77,244.2,424.31,216.53,83.8,33.41,2.57,300.87,70.75
2021-12-07 06:40:00,124.17,194.7,65.67,244.22,423.82,215.37,83.94,33.37,2.58,300.35,70.75
2021-12-07 06:45:00,124.34,195.91,65.89,243.65,424.68,216.83,83.4,33.58,2.6,300.96,70.78
2021-12-07 06:50:00,124.18,194.52,65.51,243.5,422.57,215.01,83.44,33.1,2.58,299.45,70.73
2021-12-07 06:55:00,124.98,196.78,66.18,243.15,424.36,217.7,82.97,33.24,2.65,300.07,70.61
2021-12-07 07:00:00,124.54,196.46,65.86,242.82,424.06,217.04,83.31,33.41,2.63,300.26,70.67
2021-12-07 07:05:00,124.54,195.48,65.54,242.62,423.92,216.22,83.23,33.16,2.56,300.34,70.63
2021-12-07 07:10:00,124.76,196.3,65.66,242.45,423.44,216.92,82.82,33.33,2.6,299.58,70.55
2021-12-07 07:15:00,124.86,196.76,65.62,242.28,424.04,217.21,82.78,33.09,2.57,300.22,70.58
2021-12-07 07:20:00,124.25,196.4,65.45,242.02,422.71,216.98,83.81,33.4,2.57,299.23,70.59
2021-12-07 07:25:00,125.2,197.43,65.64,241.9,424.25,217.92,84.31,33.05,2.63,300.07,70.51
2021-12-07 07:30:00,125.2,196.8,65.19,241.57,423.81,217.36,84.66,33.07,2.6,299.67,70.57
2021-12-07 07:35:00,125.26,197.54,65.58,241.25,424.85,218.2,84.95,33.18,2.58,300.5,70.58
2021-12-07 07:40:00,124.94,196.96,65.18,241.13,424.29,217.55,85.38,33.13,2.58,300.53,70.65
2021-12-07 07:45:00,124.96,198.11,65.4,240.63,424.27,218.69,84.93,33.16,2.63,300.09,70.6
2021-12-07 07:50:00,125.36,198.14,65.6,240.3,425.01,218.83,84.47,33.18,2.64,300.61,70.58
2021-12-07 07:55:00,125.45,198.14,65.45,240.05,424.74,218.74,84.73,33.26,2.65,300.15,70.56
2021-12-07 08:00:00,125.41,198.26,65.41,239.98,425.43,218.77,84.74,33.18,2.66,300.85,70.58
2021-12-07 08:05:00,125.31,197.83,65.13,239.6,423.87,218.33,84.39,33.12,2.67,299.38,70.56
2021-12-07 08:10:00,125.73,199.42,65.8,239.45,424.63,220.19,84.69,33.14,2.7,299.86,70.43
2021-12-07 08:15:00,125.69,199.17,65.58,239.35,425.14,219.86,84.5,33.25,2.68,300.29,70.5
2021-12-07 08:20:00,125.26,198.78,65.49,239.45,424.68,219.14,84.86,33.06,2.66,300.58,70.57
2021-12-07 08:25:00,125.83,199.78,65.73,239.12,424.87,220.34,83.97,32.96,2.69,299.78,70.45
2021-12-07 08:30:00,125.86,199.8,65.75,239.17,425.78,220.45,83.33,33.25,2.68,300.72,70.49
2021-12-07 08:35:00,126.19,200.11,65.8,238.87,424.93,220.8,84.06,32.95,2.66,299.7,70.42
2021-12-07 08:40:00,126.39,201.51,66.22,238.62,425.8,222.23,84.86,32.84,2.72,300.48,70.37
2021-12-07 08:45:00,127.11,203.41,66.39,238.27,426.12,224.18,84.39,33.12,2.78,300.03,70.25
2021-12-07 08:50:00,126.98,202.28,66.15,238.28,424.89,223.2,84.2,33.19,2.75,298.96,70.23
2021-12-07 08:55:00,126.29,200.97,65.96,238.32,424.95,221.56,84.42,32.77,2.71,299.83,70.36
2021-12-07 09:00:00,127.21,203.73,66.51,237.97,426.07,224.54,83.71,33.09,2.79,300.0,70.28
2021-12-07 09:05:00,126.79,202.31,66.31,237.98,425.43,222.91,83.58,33.14,2.73,299.66,70.34
2021-12-07 09:10:00,126.76,202.78,66.46,237.78,425.83,223.6,83.05,33.12,2.75,300.17,70.35
2021-12-07 09:15:00,127.02,203.11,66.48,237.8,426.23,223.77,83.23,33.22,2.74,300.38,70.31
2021-12-07 09:20:00,127.21,202.63,66.57,237.75,426.03,223.42,83.17,32.82,2.72,299.76,70.17
2021-12-07 09:25:00,127.03,202.93,66.45,237.75,426.5,223.58,83.23,32.99,2.75,300.12,70.3
2021-12-07 09:30:00,126.9,203.1,66.41,237.65,425.4,223.74,83.58,33.17,2.74,299.32,70.21
2021-12-07 09:35:00,126.82,201.51,66.16,237.87,426.17,222.32,83.55,32.46,2.72,300.16,70.3
2021-12-07 09:40:00,127.64,205.28,66.95,237.4,426.53,226.14,82.91,33.1,2.81,299.84,70.08
2021-12-07 09:45:00,127.25,203.88,66.64,237.4,426.97,224.7,83.84,33.17,2.76,300.51,70.26
2021-12-07 09:50:00,127.1,202.76,66.39,237.6,425.47,223.51,84.04,32.94,2.71,299.52,70.2
2021-12-07 09:55:00,127.48,204.2,66.81,237.5,426.18,224.98,84.73,33.01,2.75,299.75,70.18
2021-12-07 10:00:00,127.35,204.91,66.84,237.4,426.3,225.62,84.74,33.12,2.78,299.78,70.18
2021-12-07 10:05:00,127.29,204.36,66.59,237.43,426.67,224.99,84.92,32.97,2.73,300.19,70.22
2021-12-07 10:10:00,127.38,204.25,66.92,237.48,427.4,225.06,85.3,33.12,2.73,300.9,70.25
2021-12-07 10:15:00,127.3,205.16,66.92,237.42,425.67,226.04,84.37,33.05,2.77,299.2,70.14
2021-12-07 10:20:00,127.48,204.11,66.77,237.53,426.03,224.89,83.05,33.01,2.74,299.84,70.16
2021-12-07 10:25:00,128.43,205.96,67.29,237.53,427.7,226.86,82.68,33.03,2.76,300.49,70.1
2021-12-07 10:30:00,128.4,206.55,67.17,237.28,426.61,227.35,83.29,33.18,2.78,299.0,69.96
2021-12-07 10:35:00,128.45,206.91,67.42,237.23,427.11,227.58,83.55,33.05,2.82,299.69,69.98
2021-12-07 10:40:00,128.86,208.03,67.66,237.13,427.59,229.05,83.71,32.75,2.84,299.62,69.94
2021-12-07 10:45:00,129.12,208.96,67.79,237.0,427.7,229.95,83.46,33.23,2.8,299.81,69.92
2021-12-07 10:50:00,128.26,206.6,67.5,237.12,427.57,227.53,83.8,32.93,2.78,300.47,70.04
2021-12-07 10:55:00,128.9,207.63,67.63,237.0,428.44,228.67,83.5,32.95,2.8,300.77,69.93
2021-12-07 11:00:00,129.61,210.0,68.15,236.84,428.89,231.04,83.04,33.13,2.82,300.16,69.86
2021-12-07 11:05:00,128.53,207.29,67.63,236.97,427.87,228.06,83.44,32.93,2.78,300.45,70.04
2021-12-07 11:10:00,129.59,209.54,68.1,237.02,429.02,230.57,83.78,33.3,2.81,300.37,69.87
2021-12-07 11:15:00,128.79,208.16,67.78,236.98,427.87,229.03,83.86,33.14,2.79,299.89,69.95
2021-12-07 11:20:00,129.15,208.09,67.72,236.93,427.9,228.98,83.57,32.86,2.78,299.59,69.85
2021-12-07 11:25:00,129.58,208.42,67.83,236.87,429.63,229.41,83.39,32.95,2.8,300.83,69.92
2021-12-07 11:30:00,128.88,208.16,67.83,236.92,428.57,229.05,83.53,33.09,2.76,300.68,69.96
2021-12-07 11:35:00,129.02,209.08,68.13,236.85,428.37,230.22,83.55,33.04,2.79,300.41,69.9
2021-12-07 11:40:00,129.1,207.71,67.79,236.9,428.19,228.9,84.22,32.89,2.76,300.11,69.93
2021-12-07 11:45:00,130.18,210.82,68.5,236.89,429.31,231.95,83.89,33.22,2.83,300.23,69.8
2021-12-07 11:50:00,129.38,209.43,68.19,236.89,427.49,230.39,84.64,33.25,2.78,299.17,69.77
2021-12-07 11:55:00,129.12,208.11,67.81,237.02,427.78,228.99,85.2,33.12,2.73,299.31,69.84
2021-12-07 12:00:00,130.02,209.96,67.9,236.88,430.2,230.95,84.82,33.63,2.78,300.29,69.78
2021-12-07 12:05:00,130.37,211.12,68.18,237.12,429.78,232.12,84.67,34.29,2.77,299.56,69.71
2021-12-07 12:10:00,129.6,209.9,68.08,237.0,429.67,230.95,84.09,33.99,2.76,300.34,69.93
2021-12-07 12:15:00,129.83,210.81,68.21,236.96,430.36,231.74,84.06,33.61,2.76,300.6,69.84
2021-12-07 12:20:00,130.06,210.59,68.18,237.02,430.43,231.64,83.76,33.66,2.77,300.75,69.85
2021-12-07 12:25:00,129.98,211.57,68.47,237.1,430.06,232.55,84.02,34.1,2.77,300.2,69.83
2021-12-07 12:30:00,130.32,212.16,68.47,237.22,430.36,233.22,83.54,34.15,2.8,300.11,69.79
2021-12-07 12:35:00,130.67,212.17,68.73,237.48,429.49,233.2,83.26,33.35,2.78,299.64,69.68
2021-12-07 12:40:00,131.45,213.43,69.15,237.44,430.27,234.67,83.38,33.17,2.79,299.95,69.55
2021-12-07 12:45:00,123.87,196.83,64.63,236.87,407.29,216.91,82.5,33.19,2.73,284.15,69.58
2021-12-07 12:50:00,128.44,204.36,67.32,236.98,427.67,225.27,83.29,33.15,2.72,300.67,70.13
2021-12-07 12:55:00,128.71,205.31,67.75,239.88,427.87,226.47,83.46,33.31,2.7,299.98,69.97
2021-12-07 13:00:00,128.97,206.08,67.8,240.28,428.09,227.02,82.9,33.25,2.7,300.02,69.96
2021-12-07 13:05:00,128.53,204.9,67.58,240.27,428.2,226.14,82.84,33.06,2.66,300.72,70.07
2021-12-07 13:10:00,129.48,207.02,67.98,239.88,428.53,228.01,82.7,33.0,2.72,299.99,69.86
2021-12-07 13:15:00,129.52,207.93,68.19,239.47,428.68,229.01,82.17,33.06,2.74,299.76,69.86
2021-12-07 13:20:00,129.64,210.03,68.67,239.2,430.69,231.16,82.08,34.58,2.75,300.94,69.82
2021-12-07 13:25:00,129.67,208.71,68.32,239.27,429.18,229.79,82.77,34.36,2.73,299.63,69.76
2021-12-07 13:30:00,130.03,209.07,68.57,239.07,429.33,230.28,82.6,33.82,2.74,299.56,69.73
2021-12-07 13:35:00,129.76,210.02,68.84,238.95,429.86,231.22,83.12,34.19,2.76,300.42,69.8
2021-12-07 13:40:00,130.01,209.51,68.6,238.78,429.39,230.69,83.51,33.5,2.75,299.7,69.77
2021-12-07 13:45:00,130.27,210.58,68.89,238.72,430.18,231.73,83.81,34.03,2.77,300.3,69.78
2021-12-07 13:50:00,129.99,210.28,68.62,238.57,429.0,231.53,83.64,33.86,2.78,299.15,69.7
2021-12-07 13:55:00,130.25,210.65,68.8,238.38,430.79,231.72,84.09,33.63,2.78,300.79,69.75
2021-12-07 14:00:00,130.57,211.42,69.06,238.42,429.95,232.68,84.31,34.0,2.78,299.59,69.71
2021-12-07 14:05:00,130.48,211.36,69.13,238.43,431.14,232.65,84.66,33.61,2.77,300.92,69.72
2021-12-07 14:10:00,130.8,212.81,69.35,238.15,430.36,234.08,84.02,33.94,2.8,299.55,69.62
2021-12-07 14:15:00,130.84,211.66,69.27,238.4,430.9,233.12,83.87,33.55,2.79,300.37,69.69
2021-12-07 14:20:00,126.34,202.91,66.15,238.04,411.53,223.3,82.94,33.75,2.81,285.39,68.02
2021-12-07 14:25:00,128.9,206.8,68.23,238.4,428.72,228.04,83.57,33.44,2.77,300.6,70.02
2021-12-07 14:30:00,130.04,210.23,68.92,238.17,428.87,231.41,82.44,33.24,2.84,300.0,69.8
2021-12-07 14:35:00,129.26,208.44,68.58,238.2,429.1,229.84,83.27,33.2,2.78,300.67,69.89
2021-12-07 14:40:00,129.17,208.74,68.78,238.0,427.87,230.02,82.88,32.79,2.79,299.56,69.9
2021-12-07 14:45:00,131.0,212.53,69.65,237.77,429.8,234.22,81.75,33.14,2.85,299.85,69.62
2021-12-07 14:50:00,130.2,211.37,69.46,237.87,429.63,232.8,82.35,33.19,2.78,300.85,69.83
2021-12-07 14:55:00,129.27,209.53,69.06,237.97,428.8,230.83,83.12,32.82,2.73,300.4,69.85
2021-12-07 15:00:00,130.91,214.29,70.12,237.75,430.4,235.99,82.68,33.14,2.82,300.5,69.6
2021-12-07 15:05:00,130.73,212.81,69.77,237.7,429.57,234.25,83.18,33.26,2.78,299.64,69.61
2021-12-07 15:10:00,130.89,213.08,69.74,237.82,429.7,234.63,83.15,33.21,2.78,299.68,69.6
2021-12-07 15:15:00,130.5,213.07,69.78,237.62,430.27,234.78,82.84,33.15,2.78,300.52,69.67
2021-12-07 15:20:00,130.11,211.67,69.45,237.72,429.47,233.15,83.0,32.96,2.73,300.28,69.74
2021-12-07 15:25:00,131.55,215.7,70.38,237.32,431.22,237.16,82.0,33.04,2.84,300.21,69.55
2021-12-07 15:30:00,130.84,214.56,70.16,237.55,430.1,236.02,82.95,33.2,2.79,299.95,69.6
2021-12-07 15:35:00,130.73,214.67,70.09,237.42,429.73,236.23,83.2,33.18,2.8,299.51,69.58
2021-12-07 15:40:00,131.04,214.33,70.27,237.45,430.27,235.88,83.71,32.83,2.79,299.98,69.59
2021-12-07 15:45:00,131.8,216.04,70.63,237.45,430.5,237.54,83.8,33.26,2.8,299.96,69.5
2021-12-07 15:50:00,131.46,216.0,70.62,237.33,430.17,237.7,83.35,33.18,2.78,299.8,69.54
2021-12-07 15:55:00,131.25,214.97,70.29,237.5,430.15,236.47,83.95,33.05,2.76,300.14,69.62
2021-12-07 16:00:00,131.97,217.01,70.77,237.28,429.19,238.63,83.19,32.91,2.83,298.12,69.37
2021-12-07 16:05:00,131.93,216.74,70.63,237.32,431.13,238.23,84.11,33.11,2.85,300.24,69.52
2021-12-07 16:10:00,131.87,216.72,70.71,237.32,430.8,238.43,83.64,33.12,2.86,300.23,69.52
2021-12-07 16:15:00,132.06,216.77,70.83,237.35,430.27,238.53,83.29,32.91,2.81,299.36,69.44
2021-12-07 16:20:00,132.46,217.66,70.82,237.33,431.73,239.5,82.29,33.23,2.82,300.35,69.47
2021-12-07 16:25:00,132.04,217.61,70.7,237.35,430.77,239.19,82.08,33.17,2.82,300.02,69.5
2021-12-07 16:30:00,132.11,216.5,70.69,237.35,431.77,238.18,82.64,32.75,2.78,300.66,69.46
2021-12-07 16:35:00,133.11,220.61,71.27,237.33,431.93,242.35,82.39,33.19,2.86,299.77,69.22
2021-12-07 16:40:00,132.51,220.01,71.31,237.25,431.59,241.73,81.96,33.35,2.89,300.18,69.34
2021-12-07 16:45:00,132.54,219.29,71.26,237.33,431.43,241.1,82.04,33.35,2.87,299.92,69.26
2021-12-07 16:50:00,132.93,220.28,71.49,237.23,432.0,241.9,81.94,33.28,2.87,300.0,69.29
2021-12-07 16:55:00,133.48,220.18,71.46,237.28,432.03,242.07,82.1,33.2,2.89,299.81,69.27
2021-12-07 17:00:00,132.52,217.88,71.0,237.47,431.13,239.58,82.82,32.84,2.82,299.87,69.35
2021-12-07 17:05:00,133.54,222.79,72.2,237.13,432.06,244.83,81.68,33.15,2.94,299.54,69.18
2021-12-07 17:10:00,133.83,221.1,71.82,237.28,431.35,242.92,82.24,33.18,2.85,298.67,69.12
2021-12-07 17:15:00,132.61,219.15,71.32,237.32,431.8,240.72,82.42,32.58,2.82,300.63,69.44
2021-12-07 17:20:00,134.13,223.8,72.22,237.3,433.61,245.65,81.77,33.54,2.88,300.34,69.08
2021-12-07 17:25:00,133.18,221.77,71.69,238.2,431.89,243.69,82.56,33.5,2.83,299.74,69.26
2021-12-07 17:30:00,133.46,221.62,71.93,242.49,433.22,243.35,83.02,33.28,2.78,301.1,69.29
2021-12-07 17:35:00,133.77,222.37,72.16,242.35,432.7,244.37,83.29,33.14,2.79,300.44,69.25
2021-12-07 17:40:00,133.23,221.31,71.84,242.03,431.73,243.2,83.06,32.67,2.78,299.84,69.25
2021-12-07 17:45:00,133.52,223.41,72.35,241.67,432.63,245.32,83.32,33.25,2.79,299.99,69.19
2021-12-07 17:50:00,134.04,223.19,72.12,241.25,433.47,245.02,83.22,33.21,2.82,300.46,69.22
2021-12-07 17:55:00,134.23,223.43,72.29,241.13,433.77,245.46,83.24,33.2,2.78,300.56,69.09
2021-12-07 18:00:00,133.67,221.95,71.86,241.01,432.98,243.85,83.7,33.02,2.76,300.45,69.28
2021-12-07 18:05:00,134.35,225.06,72.48,240.57,432.6,247.16,82.62,32.9,2.85,299.33,69.03
2021-12-07 18:10:00,133.93,224.39,72.44,240.37,433.03,246.37,82.79,33.24,2.78,299.92,69.07
2021-12-07 18:15:00,133.43,222.38,72.09,240.28,432.34,244.21,83.01,32.87,2.75,299.7,69.22
2021-12-07 18:20:00,134.63,227.08,72.91,240.12,432.87,249.16,81.25,33.25,2.84,299.0,68.93
2021-12-07 18:25:00,134.05,225.11,72.47,240.02,432.9,247.15,82.71,33.42,2.76,299.75,69.07
2021-12-07 18:30:00,133.93,225.12,72.64,239.8,433.77,247.13,82.65,33.02,2.79,300.71,69.23
2021-12-07 18:35:00,134.77,226.75,72.88,239.37,433.33,248.71,82.82,32.58,2.84,299.4,69.0
2021-12-07 18:40:00,135.22,227.89,73.15,239.43,434.2,249.89,83.58,33.49,2.82,299.96,68.92
2021-12-07 18:45:00,134.82,227.36,72.54,239.3,433.49,249.32,84.01,33.44,2.86,299.52,68.93
2021-12-07 18:50:00,134.49,225.92,72.45,239.17,433.37,247.84,83.57,33.21,2.84,299.97,69.04
2021-12-07 18:55:00,134.54,226.54,72.65,238.95,433.23,248.54,83.35,33.32,2.83,299.7,69.07
2021-12-07 19:00:00,134.91,227.11,72.64,238.85,433.67,249.24,83.12,33.46,2.84,299.75,68.96
2021-12-07 19:05:00,134.89,227.04,72.53,238.82,435.3,249.18,83.43,34.16,2.84,300.79,69.03
2021-12-07 19:10:00,134.64,226.04,72.56,238.57,433.1,248.18,83.41,33.15,2.8,299.49,69.06
2021-12-07 19:15:00,134.91,227.0,72.57,238.6,433.53,248.94,83.13,33.25,2.79,299.87,68.97
2021-12-07 19:20:00,135.57,226.9,72.63,238.48,434.37,248.88,83.23,33.19,2.81,300.19,68.93
2021-12-07 19:25:00,135.13,227.57,72.66,238.42,433.7,249.64,83.11,33.25,2.78,299.62,68.98
2021-12-07 19:30:00,135.27,228.03,72.87,238.28,434.23,250.03,83.18,33.47,2.79,299.9,68.92
2021-12-07 19:35:00,135.34,227.77,72.72,238.25,434.5,249.86,83.19,33.31,2.8,300.37,68.94
2021-12-07 19:40:00,135.62,229.15,72.99,238.27,435.04,251.14,83.36,33.43,2.8,300.52,68.86
2021-12-07 19:45:00,135.66,228.83,72.89,238.13,434.84,250.88,83.27,33.63,2.81,300.04,68.94
2021-12-07 19:50:00,136.21,229.6,72.89,238.12,435.56,251.67,83.17,33.97,2.86,299.69,68.77
2021-12-07 19:55:00,134.72,226.12,72.31,238.3,433.79,247.95,83.87,33.31,2.78,300.1,69.05
2021-12-07 20:00:00,136.03,230.45,73.25,238.2,436.29,252.74,83.24,34.06,2.85,300.81,68.85
2021-12-07 20:05:00,135.8,229.71,72.89,238.12,436.57,251.85,83.43,34.38,2.84,300.96,68.91
2021-12-07 20:10:00,134.72,227.45,72.53,238.32,434.14,249.39,83.95,33.67,2.77,300.08,69.01
